fid,field_1,acceptedNa,accepted_1,acceptedSc,acceptedTa,accessRigh,adm1,adm2,associated,associat_1,associat_2,associat_3,basisOfRec,behavior,bibliograp,catalogNum,class,classKey,cloc,collection,collecti_1,collecti_2,continent,coordinate,coordina_1,country,crawlId,dataGenera,datasetID,datasetKey,datasetNam,dateIdenti,day,depth,depthAccur,dispositio,dynamicPro,earliestAg,earliestEo,earliestEp,earliestEr,earliestPe,elevation,elevationA,endDayOfYe,establishm,eventDate,eventID,eventRemar,eventTime,family,familyKey,fieldNotes,fieldNumbe,footprintS,footprintW,fullCountr,gbifID,genericNam,genus,genusKey,geodeticDa,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,georefer_5,habitat,higherClas,higherGeog,higherGe_1,hostingOrg,http_//unk,http_//u_1,http_//u_2,http_//u_3,http_//u_4,http_//u_5,http_//u_6,http_//u_7,http_//u_8,http_//u_9,identifica,identifi_1,identifi_2,identifi_3,identified,identifier,inCluster,individual,informatio,infraspeci,installati,institutio,institut_1,institut_2,isInCluste,island,islandGrou,ISO2,iucnRedLis,key,kingdom,kingdomKey,language,lastCrawle,lastInterp,lastParsed,lat,latestEonO,latestEraO,latestPeri,license,lifeStage,locality,locationAc,locationID,locationRe,lon,modified,month,municipali,nameAccord,nomenclatu,nomencla_1,occurrence,occurren_1,occurren_2,order,orderKey,organismID,organismQu,organism_1,organismRe,originalNa,otherCatal,ownerInsti,parentName,parentNa_1,phylum,phylumKey,preparatio,previousId,projectId,protocol,publishing,publishi_1,recordedBy,recordNumb,references,rights,rightsHold,samplingPr,scientific,scientif_1,sex,species,speciesKey,specificEp,startDayOf,taxonConce,taxonID,taxonKey,taxonomicS,taxonRank,taxonRemar,type,typeStatus,typifiedNa,verbatimCo,verbatimDe,verbatimEv,verbatimId,verbatimLo,verbatimSR,verbatimTa,vernacular,waterBody,year,downloadDa
457,3626,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"12082026",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,NA,United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-05-08T16:59:10,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-29T13:59:00,NA,NA,20:59:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,1880461469.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,finatic,NA,NA,NA,NA,NA,NA,"26822722",NA,NA,NA,Jann Vendetti,"12082026",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1880461469.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:11:54.206+00:00,2022-02-15T02:11:54.206+00:00,32.570929999999997,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.126400000000004,2019-12-26T21:11:55.000+00:00,"4",NA,NA,NA,NA,https://www.inaturalist.org/observations/12082026,"San Diego County, California, US",PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,BJ Stacey,NA,https://www.inaturalist.org/observations/12082026,NA,BJ Stacey,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2018/04/29 1:59 PM PDT,NA,Tijuana River Valley,NA,NA,NA,NA,"2018",2022-02-19
458,3627,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"13456553",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"55",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-06-15T18:36:02,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-29T14:02:07,NA,NA,21:02:07Z,Helicidae,6540,NA,NA,NA,NA,United States of America,1880481865.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,matthew_salkiewicz,NA,NA,NA,NA,NA,NA,"29229430",NA,NA,NA,Matthew Salkiewicz,"13456553",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1880481865.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:43:44.726+00:00,2022-02-15T02:43:44.726+00:00,32.571129999999997,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.126300000000001,2019-12-26T11:09:24.000+00:00,"4",NA,NA,NA,NA,https://www.inaturalist.org/observations/13456553,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Matthew Salkiewicz,NA,https://www.inaturalist.org/observations/13456553,NA,Matthew Salkiewicz,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2018-04-29 14:02:07,NA,"Tijuana Slough National Wildlife Refuge, Imperial Beach, California",NA,NA,NA,NA,"2018",2022-02-19
459,3641,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"11779105",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"3042",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-05-03T20:26:43,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-29T12:17:00,NA,NA,19:17:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2294396517.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,angelina28,NA,NA,NA,NA,NA,NA,"26467251",NA,NA,NA,Matt Parr,"11779105",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2294396517.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:20:12.020+00:00,2022-02-15T02:20:12.020+00:00,33.016739999999999,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.111500000000007,2019-12-27T00:28:36.000+00:00,"4",NA,NA,NA,NA,https://www.inaturalist.org/observations/11779105,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,angelina28,NA,https://www.inaturalist.org/observations/11779105,NA,angelina28,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2018/04/29 12:17 PM PDT,NA,"4S Ranch, San Diego, CA 92127, USA",NA,NA,NA,NA,"2018",2022-02-19
460,3642,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"11782984",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,NA,United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-04-29T19:56:03,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-29T10:51:15,NA,NA,17:51:15Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2294396525.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,mikethebirder,NA,NA,NA,NA,NA,NA,"25879836",NA,NA,NA,Mike Nelson,"11782984",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2294396525.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T01:53:25.002+00:00,2022-02-15T01:53:25.002+00:00,32.968760000000003,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.138199999999998,2019-12-26T11:07:03.000+00:00,"4",NA,NA,NA,NA,https://www.inaturalist.org/observations/11782984,On tropical milkweed.,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Mike Nelson,NA,https://www.inaturalist.org/observations/11782984,NA,Mike Nelson,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2018-04-29 10:51:15 AM PDT,NA,"13688 Sparren Ave, San Diego, CA 92129, USA",NA,NA,NA,NA,"2018",2022-02-19
461,3644,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"11782710",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,NA,United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-07-23T21:56:37,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-29T10:53:42,NA,NA,17:53:42Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2540715584.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,mikethebirder,NA,NA,NA,NA,NA,NA,"63843216",NA,NA,NA,schnecktime,"11782710",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2540715584.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T01:53:27.308+00:00,2022-02-15T01:53:27.308+00:00,32.969479999999997,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.138000000000005,2019-12-26T21:23:22.000+00:00,"4",NA,NA,NA,NA,https://www.inaturalist.org/observations/11782710,Small. Found in large numbers on a sweet fennel. Flatter than garden snails.,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Mike Nelson,NA,https://www.inaturalist.org/observations/11782710,NA,Mike Nelson,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2018-04-29 10:53:42 AM PDT,NA,"13738 Sparren Ave, San Diego, CA 92129, USA",NA,NA,NA,NA,"2018",2022-02-19
462,3658,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"12257750",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,NA,United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-05-08T04:31:11,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-06T09:19:00,NA,NA,16:19:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,1847468904.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,finatic,NA,NA,NA,NA,NA,NA,"26797167",NA,NA,NA,BJ Stacey,"12257750",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1847468904.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:26:06.518+00:00,2022-02-15T02:26:06.518+00:00,32.847329999999999,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.031499999999994,2020-10-30T07:07:52.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/12257750,"San Diego County, California, US",PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,BJ Stacey,NA,https://www.inaturalist.org/observations/12257750,NA,BJ Stacey,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2018/05/06 9:19 AM PDT,NA,Mission Trails Regional Park,NA,NA,NA,NA,"2018",2022-02-19
463,3659,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"12663994",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"7",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-05-21T02:06:40,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-20T18:31:06,NA,NA,01:31:06Z,Helicidae,6540,NA,NA,NA,NA,United States of America,1847568785.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,jtcours,NA,NA,NA,NA,NA,NA,"27605878",NA,NA,NA,jtcours,"12663994",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1847568785.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T01:53:23.801+00:00,2022-02-15T01:53:23.801+00:00,33.009799999999998,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.254400000000004,2019-12-27T00:30:46.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/12663994,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,jtcours,NA,https://www.inaturalist.org/observations/12663994,NA,jtcours,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2018-05-20 6:31:06 PM PDT,NA,"La Orilla Trail, Solana Beach, CA 92075, USA",NA,NA,NA,NA,"2018",2022-02-19
464,3712,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"13354798",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"2",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-06-12T02:41:59,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-09T13:10:00,NA,NA,20:10:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,1850967165.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,alex_bairstow,NA,NA,NA,NA,NA,NA,"29011985",NA,NA,NA,Alex Bairstow,"13354798",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1850967165.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:38:45.976+00:00,2022-02-15T02:38:45.976+00:00,33.138820000000003,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.245900000000006,2019-12-27T00:31:13.000+00:00,"6",NA,NA,NA,NA,https://www.inaturalist.org/observations/13354798,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Alex Bairstow,NA,https://www.inaturalist.org/observations/13354798,NA,Alex Bairstow,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2018/06/09 1:10 PM PDT,NA,"Vista, CA, USA",NA,NA,NA,NA,"2018",2022-02-19
465,3747,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"14338125",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,NA,United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-07-14T04:20:06,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-01T10:45:00,NA,NA,17:45:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,1883520457.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,finatic,NA,NA,NA,NA,NA,NA,"31108617",NA,NA,NA,BJ Stacey,"14338125",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1883520457.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:43:43.976+00:00,2022-02-15T02:43:43.976+00:00,32.557029999999997,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.085200000000000,2019-12-26T21:21:42.000+00:00,"7",NA,NA,NA,NA,https://www.inaturalist.org/observations/14338125,Tijuana River Valley,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,BJ Stacey,NA,https://www.inaturalist.org/observations/14338125,NA,BJ Stacey,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2018/07/01 10:45 AM PDT,NA,Tijuana River Valley,NA,NA,NA,NA,"2018",2022-02-19
466,3751,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"14921458",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"26",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-07-30T20:31:44,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-29T19:38:54,NA,NA,02:38:54Z,Helicidae,6540,NA,NA,NA,NA,United States of America,1890064383.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,yancy,NA,NA,NA,NA,NA,NA,"32311983",NA,NA,NA,Tom Lawson,"14921458",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1890064383.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:16:11.272+00:00,2022-02-15T02:16:11.272+00:00,32.662950000000002,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-116.945899999999995,2019-12-26T21:21:40.000+00:00,"7",NA,NA,NA,NA,https://www.inaturalist.org/observations/14921458,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,yancy,NA,https://www.inaturalist.org/observations/14921458,NA,yancy,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2018-07-29 7:38:54 PM PDT,NA,"696 Coastal Hills Dr, Chula Vista, CA 91914, USA",NA,NA,NA,NA,"2018",2022-02-19
467,3772,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"14188363",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"251",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-08-01T01:28:02,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-08T14:06:00,NA,NA,00:06:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2366009354.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,argyl,NA,NA,NA,NA,NA,NA,"32400632",NA,NA,NA,alsion,"14188363",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2366009354.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:16:07.044+00:00,2022-02-15T02:16:07.044+00:00,33.718119999999999,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-118.321600000000004,2019-12-26T22:09:59.000+00:00,"7",NA,NA,NA,NA,https://www.inaturalist.org/observations/14188363,The snail.,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Argyl Houser,NA,https://www.inaturalist.org/observations/14188363,NA,Argyl Houser,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2018/07/08 2:06 PM HST,NA,"1801 W Paseo Del Mar, San Pedro, CA 90732, USA",NA,NA,NA,NA,"2018",2022-02-19
468,3795,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"15867763",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,NA,United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-08-25T05:32:18,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-24T17:48:00,NA,NA,00:48:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,1899767915.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,hikingsandiego,NA,NA,NA,NA,NA,NA,"34158363",NA,NA,NA,hikingsandiego,"15867763",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1899767915.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:29:58.820+00:00,2022-02-15T02:29:58.820+00:00,32.569339999999997,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-117.122699999999995,2021-03-02T04:36:06.000+00:00,"8",NA,NA,NA,NA,https://www.inaturalist.org/observations/15867763,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,hikingsandiego,NA,https://www.inaturalist.org/observations/15867763,NA,hikingsandiego,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2018/08/24 5:48 PM PDT,NA,"Imperial Beach, CA, USA",NA,NA,NA,NA,"2018",2022-02-19
469,3796,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"15938936",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"29039",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-08-27T07:34:07,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-25T15:26:00,NA,NA,22:26:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,1899784834.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,cedric_lee,NA,NA,NA,NA,NA,NA,"34296099",NA,NA,NA,Cedric Lee,"15938936",FALSE,NA,Coordinate uncertainty increased to 29039m at the request of the observer,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1899784834.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T01:53:42.182+00:00,2022-02-15T01:53:42.182+00:00,32.921630000000000,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.073499999999996,2019-09-07T05:52:04.000+00:00,"8",NA,NA,NA,NA,https://www.inaturalist.org/observations/15938936,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Cedric Lee,NA,https://www.inaturalist.org/observations/15938936,NA,Cedric Lee,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2018/08/25 3:26 PM PDT,NA,"San Diego County, US-CA, US",NA,NA,NA,NA,"2018",2022-02-19
