field_1,acceptedNa,acceptedSc,acceptedTa,accessRigh,adm1,adm2,associated,associat_1,associat_2,associat_3,basisOfRec,behavior,bibliograp,catalogNum,class,classKey,cloc,collection,collecti_1,collecti_2,continent,coordinate,coordina_1,country,crawlId,dataGenera,datasetID,datasetKey,datasetNam,dateIdenti,day,depth,dispositio,dynamicPro,elevation,elevationA,endDayOfYe,establishm,eventDate,eventID,eventRemar,eventTime,family,familyKey,fieldNumbe,footprintS,footprintW,fullCountr,gbifID,genericNam,genus,genusKey,geodeticDa,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,georefer_5,habitat,higherClas,higherGeog,higherGe_1,hostingOrg,http_//unk,http_//u_1,http_//u_2,http_//u_3,http_//u_4,http_//u_5,http_//u_6,http_//u_7,identifica,identifi_1,identifi_2,identifi_3,identified,identifier,inCluster,individual,informatio,installati,institutio,institut_1,institut_2,isInCluste,island,islandGrou,ISO2,iucnRedLis,key,kingdom,kingdomKey,language,lastCrawle,lastInterp,lastParsed,lat,license,lifeStage,locality,locationAc,locationID,locationRe,lon,modified,month,municipali,nameAccord,nomenclatu,nomencla_1,occurrence,occurren_1,occurren_2,order,orderKey,organismID,organismQu,organism_1,organismRe,originalNa,otherCatal,ownerInsti,parentEven,parentName,phylum,phylumKey,preparatio,previousId,projectId,protocol,publishing,publishi_1,recordedBy,recordNumb,references,rights,rightsHold,sampleSize,samplingEf,samplingPr,scientific,species,speciesKey,specificEp,startDayOf,taxonConce,taxonID,taxonKey,taxonomicS,taxonRank,taxonRemar,type,typeStatus,verbatimCo,verbatimEl,verbatimEv,verbatimId,verbatimLo,verbatimSR,verbatimTa,vernacular,waterBody,year,downloadDa
"1759",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,West Virginia,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"6128834",Gastropoda,"225","West Virginia, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-11-28T00:36:24,"7",NA,NA,NA,NA,NA,NA,NA,2017-05-07T10:10:00,NA,NA,14:10:00Z,Arionidae,"2629",NA,NA,NA,United States of America,2992721306,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,birdizlife,NA,NA,NA,"143814964",NA,NA,NA,John G. Phillips,"6128834",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2992721306.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:30:26.151,2022/06/03 11:30:26.151,39.626111000000002,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-79.952222000000006,2020-11-28T02:14:13.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/6128834,Certainly open to other ID suggestions.,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Frank Izaguirre,NA,https://www.inaturalist.org/observations/6128834,NA,Frank Izaguirre,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2017/05/07 10:10 AM EDT,NA,"South Park, Morgantown, WV, USA",NA,NA,NA,NA,"2017",2022/07/05
"1765",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,New York,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"6533754",Gastropoda,"225","New York, United States",Observations,NA,NA,NA,NA,"5",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2017-06-07T14:14:23,"7",NA,NA,NA,NA,NA,NA,NA,2017-06-07T07:59:14,NA,NA,11:59:14Z,Arionidae,"2629",NA,NA,NA,United States of America,1571102984,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,cullen,NA,NA,NA,"13495463",NA,NA,NA,Susan J. Hewitt,"6533754",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,1571102984.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:54:20.264,2022/06/03 10:54:20.264,42.457172000000000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,NA,NA,NA,NA,-76.315009000000003,2017-06-07T14:48:19.000+00:00,"6",NA,NA,NA,NA,https://www.inaturalist.org/observations/6533754,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Cullen Hanks,NA,https://www.inaturalist.org/observations/6533754,NA,Cullen Hanks,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Wed Jun 07 2017 07:59:14 GMT-0400 (EDT),NA,"Tompkins County, US-NY, US",NA,NA,NA,NA,"2017",2022/07/05
"1768",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,New Jersey,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"6702846",Gastropoda,"225","New Jersey, United States",Observations,NA,NA,NA,NA,"65",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2017-06-18T12:39:09,"17",NA,NA,NA,NA,NA,NA,NA,2017-06-17T20:28:00,NA,NA,00:28:00Z,Arionidae,"2629",NA,NA,NA,United States of America,1571151734,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,srall,NA,NA,NA,"13834741",NA,NA,NA,Susan J. Hewitt,"6702846",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,1571151734.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:12:50.199,2022/06/03 11:12:50.199,40.602386000000003,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-74.532741000000001,2017-06-18T12:42:40.000+00:00,"6",NA,NA,NA,NA,https://www.inaturalist.org/observations/6702846,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Sara Rall,NA,https://www.inaturalist.org/observations/6702846,NA,Sara Rall,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2017/06/17 8:28 PM EDT,NA,"Warren, NJ, USA",NA,NA,NA,NA,"2017",2022/07/05
"1769",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Vermont,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"6718687",Gastropoda,"225","Vermont, United States",Observations,NA,NA,NA,NA,"165",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2017-06-19T17:33:38,"19",NA,NA,NA,NA,NA,NA,NA,2017-06-19T09:42:47,NA,NA,13:42:47Z,Arionidae,"2629",NA,NA,NA,United States of America,1571157188,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,ezawadski,NA,NA,NA,"13869357",NA,NA,NA,ezawadski,"6718687",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,1571157188.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:09:57.062,2022/06/03 11:09:57.062,44.621383999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-72.526359999999997,2017-06-20T14:30:57.000+00:00,"6",NA,NA,NA,NA,https://www.inaturalist.org/observations/6718687,Boardwalk at Green River,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,ezawadski,NA,https://www.inaturalist.org/observations/6718687,NA,ezawadski,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Mon Jun 19 2017 09:42:47 GMT-0400 (EDT),NA,"05655, Hyde Park, VT, US",NA,NA,NA,NA,"2017",2022/07/05
"1771",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,New Hampshire,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"6858161",Gastropoda,"225","New Hampshire, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2017-06-30T11:18:57,"17",NA,NA,NA,NA,NA,NA,NA,2017-06-17T13:08:00,NA,NA,17:08:00Z,Arionidae,"2629",NA,NA,NA,United States of America,1571201242,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,rfkmack08,NA,NA,NA,"14168610",NA,NA,NA,rfkmack08,"6858161",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,1571201242.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:54:20.123,2022/06/03 10:54:20.123,43.670006000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-72.249694000000005,2017-06-30T12:36:38.000+00:00,"6",NA,NA,NA,NA,https://www.inaturalist.org/observations/6858161,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,rfkmack08,NA,https://www.inaturalist.org/observations/6858161,NA,rfkmack08,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2017/06/17 1:08 PM EDT,NA,"Lebanon, NH, USA",NA,NA,NA,NA,"2017",2022/07/05
"1772",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Virginia,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"6778089",Gastropoda,"225","Virginia, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2017-06-24T18:56:36,"23",NA,NA,NA,NA,NA,NA,NA,2017-06-23T09:06:44,NA,NA,13:06:44Z,Arionidae,"2629",NA,NA,NA,United States of America,1572338519,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,ashley_bradford,NA,NA,NA,"14001056",NA,NA,NA,Susan J. Hewitt,"6778089",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,1572338519.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:21:47.766,2022/06/03 11:21:47.766,38.783541999999997,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-77.070603000000006,2017-11-10T09:06:10.000+00:00,"6",NA,NA,NA,NA,https://www.inaturalist.org/observations/6778089,"I saw 5 of them on the slate path this wet morning, smaller slugs, maybe around an inch long.",PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Ashley M Bradford,NA,https://www.inaturalist.org/observations/6778089,NA,Ashley M Bradford,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Fri Jun 23 2017 09:06:44 GMT-0400 (EDT),NA,"6203 Arkendale Rd, Alexandria, VA, US",NA,NA,NA,NA,"2017",2022/07/05
"1773",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Indiana,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"6870780",Gastropoda,"225","Indiana, United States",Observations,NA,NA,NA,NA,"470",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2017-07-01T11:41:56,"22",NA,NA,NA,NA,NA,NA,NA,2017-06-22T20:57:00,NA,NA,00:57:00Z,Arionidae,"2629",NA,NA,NA,United States of America,1572346023,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,marknenadov,NA,NA,NA,"14196204",NA,NA,NA,Susan J. Hewitt,"6870780",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,1572346023.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:12:28.701,2022/06/03 11:12:28.701,39.889504000000002,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-86.142742999999996,2018-04-13T19:40:10.000+00:00,"6",NA,NA,NA,NA,http://inaturalist.ca/observations/6870780,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,CA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Mark Nenadov,NA,https://www.inaturalist.org/observations/6870780,NA,Mark Nenadov,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2017/06/22 8:57 PM EDT,NA,"Washington Township, Indianapolis, IN, USA",NA,NA,NA,NA,"2017",2022/07/05
"1774",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,New York,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"6871134",Gastropoda,"225","New York, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2017-07-01T13:57:33,"15",NA,NA,NA,NA,NA,NA,NA,2017-06-15T06:33:00,NA,NA,10:33:00Z,Arionidae,"2629",NA,NA,NA,United States of America,1572346060,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,edgarallenhoopoe,NA,NA,NA,"14197960",NA,NA,NA,Susan J. Hewitt,"6871134",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,1572346060.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:54:22.471,2022/06/03 10:54:22.471,42.334035999999998,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-76.340253000000004,2017-11-10T09:42:29.000+00:00,"6",NA,NA,NA,NA,https://www.inaturalist.org/observations/6871134,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Brad Walker,NA,https://www.inaturalist.org/observations/6871134,NA,Brad Walker,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2017/06/15 6:33 AM EDT,NA,"Tompkins, New York, United States",NA,NA,NA,NA,"2017",2022/07/05
"1776",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Pennsylvania,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"6759630",Gastropoda,"225","Pennsylvania, United States",Observations,NA,NA,NA,NA,"6",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2017-07-16T22:35:21,"22",NA,NA,NA,NA,NA,NA,NA,2017-06-22T19:47:24,NA,NA,23:47:24Z,Arionidae,"2629",NA,NA,NA,United States of America,1580487544,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,birdizlife,NA,NA,NA,"14671819",NA,NA,NA,hazelsnail,"6759630",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,1580487544.000000238418579,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:08:44.235,2022/06/03 11:08:44.235,40.955080000000002,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-79.634168000000003,2017-07-17T17:02:08.000+00:00,"6",NA,NA,NA,NA,https://www.inaturalist.org/observations/6759630,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Frank Izaguirre,NA,https://www.inaturalist.org/observations/6759630,NA,Frank Izaguirre,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2017-06-22 7:47:24 PM EDT,NA,"320 Kittanning Hollow Road East Brady, PA 16028",NA,NA,NA,NA,"2017",2022/07/05
"1777",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Indiana,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"6820993",Gastropoda,"225","Indiana, United States",Observations,NA,NA,NA,NA,"213",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2017-07-16T01:54:40,"24",NA,NA,NA,NA,NA,NA,NA,2017-06-24T06:15:00,NA,NA,10:15:00Z,Arionidae,"2629",NA,NA,NA,United States of America,1580487820,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,marknenadov,NA,NA,NA,"14649489",NA,NA,NA,hazelsnail,"6820993",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,1580487820.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:54:20.540,2022/06/03 10:54:20.540,39.917558000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-86.185405000000003,2018-04-13T19:39:18.000+00:00,"6",NA,NA,NA,NA,http://inaturalist.ca/observations/6820993,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,CA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Mark Nenadov,NA,https://www.inaturalist.org/observations/6820993,NA,Mark Nenadov,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2017/06/24 6:15 AM EDT,NA,"8900 Ditch Rd, Indianapolis, IN 46260, USA",NA,NA,NA,NA,"2017",2022/07/05
"1781",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Massachusetts,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"6456569",Gastropoda,"225","Massachusetts, United States",Observations,NA,NA,NA,NA,"12",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2017-06-15T17:57:32,"1",NA,NA,NA,NA,NA,NA,NA,2017-06-01T12:22:46,NA,NA,16:22:46Z,Arionidae,"2629",NA,NA,NA,United States of America,1920849984,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,rangernicole,NA,NA,NA,"13762920",NA,NA,NA,Jason M Crockwell,"6456569",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,1920849984.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:10:29.135,2022/06/03 11:10:29.135,42.350490000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-72.675574999999995,2019-05-30T03:15:41.000+00:00,"6",NA,NA,NA,NA,https://www.inaturalist.org/observations/6456569,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Nicole,NA,https://www.inaturalist.org/observations/6456569,NA,Nicole,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Thu Jun 01 2017 12:22:46 GMT-0400 (EDT),NA,"42 Morningside Dr, Northampton, MA, US",NA,NA,NA,NA,"2017",2022/07/05
"1782",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Pennsylvania,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"6559628",Gastropoda,"225","Pennsylvania, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2017-11-18T14:26:35,"9",NA,NA,NA,NA,NA,NA,NA,2017-06-09T08:22:25,NA,NA,12:22:25Z,Arionidae,"2629",NA,NA,NA,United States of America,2239056733,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,mkosiewski,NA,NA,NA,"18911156",NA,NA,NA,Susan J. Hewitt,"6559628",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2239056733.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:10:29.296,2022/06/03 11:10:29.296,40.936878000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-80.127060999999998,2019-04-29T20:51:54.000+00:00,"6",NA,NA,NA,NA,https://www.inaturalist.org/observations/6559628,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,mkosiewski,NA,https://www.inaturalist.org/observations/6559628,NA,mkosiewski,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Fri Jun 09 2017 08:22:25 GMT-0400 (EDT),NA,"Moraine State Park, Muddy Creek, PA, US",NA,NA,NA,NA,"2017",2022/07/05
"1824",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Massachusetts,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"6893570",Gastropoda,"225","Massachusetts, United States",Observations,NA,NA,NA,NA,"213510",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2017-07-02T23:02:32,"2",NA,NA,NA,NA,NA,NA,NA,2017-07-02T00:00:00,NA,NA,NA,Arionidae,"2629",NA,NA,NA,United States of America,1572353529,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,rhubarbsoda,NA,NA,NA,"14242617",NA,NA,NA,rhubarbsoda,"6893570",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,1572353529.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:54:20.961,2022/06/03 10:54:20.961,42.160089999999997,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-71.503986999999995,2017-07-05T19:48:05.000+00:00,"7",NA,NA,NA,NA,https://www.inaturalist.org/observations/6893570,"I was out doing some yardwork when I noticed a small slug, about an inch long, with grey-brown antennae and keel. The mantle and underside of the slug are a bright golden-orange color. I took the slug into my house to observe it and it found that it was",PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,rhubarbsoda,NA,https://www.inaturalist.org/observations/6893570,NA,rhubarbsoda,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2017-07-02,NA,"Massachusetts, US",NA,NA,NA,NA,"2017",2022/07/05
