fid,field_1,acceptedNa,acceptedSc,acceptedTa,accessRigh,adm1,adm2,associated,associat_1,basisOfRec,catalogNum,class,classKey,cloc,collection,collecti_1,collecti_2,continent,coordinate,coordina_1,country,crawlId,dataGenera,datasetID,datasetKey,datasetNam,dateIdenti,day,dispositio,dynamicPro,elevation,elevationA,endDayOfYe,establishm,eventDate,eventID,eventTime,family,familyKey,fieldNumbe,footprintW,fullCountr,gbifID,genericNam,genus,genusKey,geodeticDa,georeferen,georefer_1,georefer_2,georefer_3,habitat,higherClas,higherGeog,hostingOrg,http_//unk,http_//u_1,http_//u_2,http_//u_3,http_//u_4,http_//u_5,http_//u_6,identifica,identifi_1,identifi_2,identified,identifier,inCluster,individual,informatio,installati,institutio,institut_1,institut_2,isInCluste,island,islandGrou,ISO2,iucnRedLis,key,kingdom,kingdomKey,language,lastCrawle,lastInterp,lastParsed,lat,license,lifeStage,locality,locationAc,locationID,locationRe,lon,materialSa,modified,month,municipali,nameAccord,nomenclatu,occurrence,occurren_1,occurren_2,order,orderKey,organismID,organismNa,organismRe,originalNa,otherCatal,ownerInsti,phylum,phylumKey,preparatio,programmeA,projectId,protocol,publishing,publishi_1,recordedBy,recordNumb,references,rightsHold,samplingPr,scientific,scientif_1,species,speciesKey,specificEp,startDayOf,taxonConce,taxonID,taxonKey,taxonomicS,taxonRank,taxonRemar,type,typeStatus,verbatimEl,verbatimEv,verbatimLo,vernacular,waterBody,year,downloadDa
39,347,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"99639516",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"65",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-10-28T17:08:38,"24",NA,NA,NA,NA,NA,NA,2021-10-24T20:35:46,NA,06:35:46Z,Veronicellidae,6526,NA,NA,United States of America,3399396417.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,socal_angling,NA,NA,NA,NA,"217059491",NA,NA,Jacob,"99639516",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3399396417.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:47:52.734+00:00,2022-02-20T00:47:52.734+00:00,21.319697000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.796732999999989,NA,2021-10-28T19:37:22.000+00:00,"10",NA,NA,NA,https://www.inaturalist.org/observations/99639516,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Jacob,NA,https://www.inaturalist.org/observations/99639516,Jacob,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Sun Oct 24 2021 20:35:46 GMT-1000 (HST),"O<U+02BB>ahu, Honolulu, HI, US",NA,NA,"2021",2022-02-20
40,358,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"100168961",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"5",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-11-03T18:54:22,"3",NA,NA,NA,NA,NA,NA,2021-11-03T08:48:00,NA,18:48:00Z,Veronicellidae,6526,NA,NA,United States of America,3407919202.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,rrd85,NA,NA,NA,NA,"218384567",NA,NA,rrd85,"100168961",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3407919202.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:30:43.319+00:00,2022-02-20T00:30:43.319+00:00,20.006547000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-155.825547000000000,NA,2021-11-07T14:29:26.000+00:00,"11",NA,NA,NA,https://www.inaturalist.org/observations/100168961,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,rrd85,NA,https://www.inaturalist.org/observations/100168961,rrd85,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Wed Nov 03 2021 08:48:00 GMT-1000 (HST),"Mauna Kea Golf Course, Kamuela, HI, US",NA,NA,"2021",2022-02-20
41,360,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"101236798",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,NA,United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-11-16T02:20:41,"15",NA,NA,NA,NA,NA,NA,2021-11-15T16:15:47,NA,02:15:47Z,Veronicellidae,6526,NA,NA,United States of America,3415512761.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,subpilot,NA,NA,NA,NA,"221010194",NA,NA,subpilot,"101236798",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3415512761.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:29:17.458+00:00,2022-02-20T00:29:17.458+00:00,21.317247999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.669409000000002,NA,2021-11-18T13:15:09.000+00:00,"11",NA,NA,NA,https://www.inaturalist.org/observations/101236798,Sighted at the oceanic institute,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,subpilot,NA,https://www.inaturalist.org/observations/101236798,subpilot,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2021-11-15 16:15:47,"Waimanalo Beach, HI, USA",NA,NA,"2021",2022-02-20
42,376,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"100534841",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"43",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-11-07T21:40:06,"7",NA,NA,NA,NA,NA,NA,2021-11-07T06:55:33,NA,16:55:33Z,Veronicellidae,6526,NA,NA,United States of America,3416245594.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,bhkailua,NA,NA,NA,NA,"219295563",NA,NA,bhkailua,"100534841",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3416245594.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:30:42.142+00:00,2022-02-20T00:30:42.142+00:00,21.393647000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.738145000000003,NA,2021-11-07T23:30:34.000+00:00,"11",NA,NA,NA,https://www.inaturalist.org/observations/100534841,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,bhkailua,NA,https://www.inaturalist.org/observations/100534841,bhkailua,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Sun Nov 07 2021 06:55:33 GMT-1000 (HST),"Kailua District Park, Kailua, HI, US",NA,NA,"2021",2022-02-20
43,381,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"102672731",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,NA,United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-12-07T19:10:00,"7",NA,NA,NA,NA,NA,NA,2021-12-07T08:59:08,NA,18:59:08Z,Veronicellidae,6526,NA,NA,United States of America,3455493190.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,hubertszcz,NA,NA,NA,NA,"224983585",NA,NA,Hubert Szczygiel,"102672731",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3455493190.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:48:06.933+00:00,2022-02-20T00:48:06.933+00:00,21.300681999999998,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.816628000000009,NA,2021-12-19T21:11:21.000+00:00,"12",NA,NA,NA,https://www.inaturalist.org/observations/102672731,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Hubert Szczygiel,NA,https://www.inaturalist.org/observations/102672731,Hubert Szczygiel,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2021-12-07 08:59:08,"Manoa, Honolulu, HI, USA",NA,NA,"2021",2022-02-20
44,388,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"103872085",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"6",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-12-29T06:43:34,"28",NA,NA,NA,NA,NA,NA,2021-12-28T17:10:00,NA,03:10:00Z,Veronicellidae,6526,NA,NA,United States of America,3455934384.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,chaser88,NA,NA,NA,NA,"228444857",NA,NA,chaser88,"103872085",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3455934384.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:31:11.191+00:00,2022-02-20T00:31:11.191+00:00,21.306833000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.724320000000006,NA,2021-12-29T07:45:03.000+00:00,"12",NA,NA,NA,https://www.inaturalist.org/observations/103872085,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,chaser88,NA,https://www.inaturalist.org/observations/103872085,chaser88,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Tue Dec 28 2021 17:10:00 GMT-1000 (HST),"Kuli<U+02BB>ou<U+02BB>ou Forest Reserve, East Honolulu, HI, US",NA,NA,"2021",2022-02-20
45,389,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"103878574",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"357",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-12-29T10:30:17,"29",NA,NA,NA,NA,NA,NA,2021-12-29T00:29:03,NA,10:29:03Z,Veronicellidae,6526,NA,NA,United States of America,3455967382.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,bindelshsu,NA,NA,NA,NA,"228461884",NA,NA,bindelshsu,"103878574",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3455967382.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T01:06:07.133+00:00,2022-02-20T01:06:07.133+00:00,20.926106000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Adult,NA,NA,NA,NA,-156.693075999999991,NA,2021-12-29T17:24:09.000+00:00,"12",NA,NA,NA,https://www.inaturalist.org/observations/103878574,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,bindelshsu,NA,https://www.inaturalist.org/observations/103878574,bindelshsu,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Wed Dec 29 2021 00:29:03 GMT-1000 (HST),"Maui, Kaanapali, HI, US",NA,NA,"2021",2022-02-20
46,392,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"103239333",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"10",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-12-18T07:34:19,"17",NA,NA,NA,NA,NA,NA,2021-12-17T21:25:19,NA,07:25:19Z,Veronicellidae,6526,NA,NA,United States of America,3456348572.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,annelised,NA,NA,NA,NA,"226681219",NA,NA,Anne-Lise DUCLUZEAU,"103239333",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3456348572.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:55:20.313+00:00,2022-02-20T00:55:20.313+00:00,21.280328000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.765778000000012,NA,2021-12-19T21:09:40.000+00:00,"12",NA,NA,NA,https://www.inaturalist.org/observations/103239333,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Anne-Lise DUCLUZEAU,NA,https://www.inaturalist.org/observations/103239333,Anne-Lise DUCLUZEAU,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Fri Dec 17 2021 21:25:19 GMT-1000 (HST),"O<U+02BB>ahu, East Honolulu, HI, US",NA,NA,"2021",2022-02-20
47,393,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"102584970",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,NA,United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-12-06T04:03:54,"5",NA,NA,NA,NA,NA,NA,2021-12-05T15:23:53,NA,01:23:53Z,Veronicellidae,6526,NA,NA,United States of America,3456452931.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,sobek,NA,NA,NA,NA,"224683974",NA,NA,Carl Hansen,"102584970",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3456452931.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:30:22.652+00:00,2022-02-20T00:30:22.652+00:00,21.384847000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.723014000000006,NA,2021-12-06T05:57:51.000+00:00,"12",NA,NA,NA,https://www.inaturalist.org/observations/102584970,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Carl Hansen,NA,https://www.inaturalist.org/observations/102584970,Carl Hansen,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2021-12-05 15:23:53,"Kailua, HI, USA",NA,NA,"2021",2022-02-20
48,394,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"102451305",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"7",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-12-04T05:50:50,"3",NA,NA,NA,NA,NA,NA,2021-12-03T19:41:07,NA,05:41:07Z,Veronicellidae,6526,NA,NA,United States of America,3456586861.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,kueda,NA,NA,NA,NA,"224319050",NA,NA,Ken-ichi Ueda,"102451305",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3456586861.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:52:00.901+00:00,2022-02-20T00:52:00.901+00:00,20.928175000000000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,NA,NA,NA,NA,-156.367025000000012,NA,2021-12-06T05:59:23.000+00:00,"12",NA,NA,NA,https://www.inaturalist.org/observations/102451305,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Ken-ichi Ueda,NA,https://www.inaturalist.org/observations/102451305,Ken-ichi Ueda,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2021-12-03 19:41:07,"Paia, HI 96779, USA",NA,NA,"2021",2022-02-20
49,399,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"37220080",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"1395",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-01-03T08:16:02,"2",NA,NA,NA,NA,NA,NA,2020-01-02T21:24:28,NA,07:24:28Z,Veronicellidae,6526,NA,NA,United States of America,2550014519.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,ryansteiner,NA,NA,NA,NA,"82413676",NA,NA,Kevin Huang,"37220080",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2550014519.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:49:27.229+00:00,2022-02-20T00:49:27.229+00:00,20.711433000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-156.444819999999993,NA,2020-01-03T19:27:41.000+00:00,"1",NA,NA,NA,https://www.inaturalist.org/observations/37220080,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Ryan Steiner,NA,https://www.inaturalist.org/observations/37220080,Ryan Steiner,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2020-01-02 9:24:28 PM HST,"Wailea, Wailea-Makena, HI 96753, USA",NA,NA,"2020",2022-02-20
50,402,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"37910173",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"5",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-01-24T08:21:27,"23",NA,NA,NA,NA,NA,NA,2020-01-23T22:13:02,NA,08:13:02Z,Veronicellidae,6526,NA,NA,United States of America,2563574339.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,jkade,NA,NA,NA,NA,"84771927",NA,NA,Jonathan Kade,"37910173",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2563574339.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:51:17.011+00:00,2022-02-20T00:51:17.011+00:00,20.936516999999998,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-156.692475000000002,NA,2020-01-24T13:12:35.000+00:00,"1",NA,NA,NA,https://www.inaturalist.org/observations/37910173,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Jonathan Kade,NA,https://www.inaturalist.org/observations/37910173,Jonathan Kade,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Thu Jan 23 2020 22:13:02 GMT-1000 (HST),"Westin, Kaanapali, HI, US",NA,NA,"2020",2022-02-20
51,403,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"37909622",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"5",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-01-24T07:40:45,"23",NA,NA,NA,NA,NA,NA,2020-01-23T21:36:17,NA,07:36:17Z,Veronicellidae,6526,NA,NA,United States of America,2563575204.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,jkade,NA,NA,NA,NA,"84769313",NA,NA,Jonathan Kade,"37909622",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2563575204.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T01:04:47.191+00:00,2022-02-20T01:04:47.191+00:00,20.937397000000001,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-156.692292000000009,NA,2020-01-24T13:12:42.000+00:00,"1",NA,NA,NA,https://www.inaturalist.org/observations/37909622,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Jonathan Kade,NA,https://www.inaturalist.org/observations/37909622,Jonathan Kade,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Thu Jan 23 2020 21:36:17 GMT-1000 (HST),"Westin, Kaanapali, HI, US",NA,NA,"2020",2022-02-20
52,411,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"38347212",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"10",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-02-06T04:54:39,"5",NA,NA,NA,NA,NA,NA,2020-02-05T13:28:32,NA,23:28:32Z,Veronicellidae,6526,NA,NA,United States of America,2573999167.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,johnfraser1,NA,NA,NA,NA,"86080565",NA,NA,John,"38347212",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2573999167.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:24:22.935+00:00,2022-02-20T00:24:22.935+00:00,19.436083000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-154.865899000000013,NA,2020-02-09T16:07:08.000+00:00,"2",NA,NA,NA,https://www.inaturalist.org/observations/38347212,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,John,NA,https://www.inaturalist.org/observations/38347212,John,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Wed Feb 05 2020 13:28:32 GMT-1000 (HST),"Hawaii County, US-HI, US",NA,NA,"2020",2022-02-20
